word_count,average_word_length,sentence_count,average_sentence_length,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,difficult_words,cefr_level,cefr_numeric
22,5.363636363636363,1,22.0,36.46285714285716,13.390476190476189,17.923809523809524,17.122413403193683,8,B1,2
41,5.146341463414634,2,20.5,32.14000000000004,13.745000000000001,17.0,15.247664890283005,14,B2,3
35,4.857142857142857,1,35.0,19.03,19.3,23.142857142857146,20.267338824336647,11,B2,3
19,4.947368421052632,1,19.0,55.40500000000003,10.500000000000004,14.0,14.554592549557764,5,B1,2
16,5.25,1,16.0,42.545000000000016,11.3,16.400000000000002,14.554592549557764,6,B1,2
16,6.125,1,16.0,21.39500000000001,14.250000000000004,13.9,15.903189008614273,6,B1,2
45,4.911111111111111,2,22.5,38.19869565217394,13.645217391304353,17.895652173913046,15.903189008614273,15,B1,2
14,6.357142857142857,1,14.0,17.382142857142867,14.312857142857148,19.885714285714286,15.903189008614273,8,C1,4
17,4.823529411764706,1,17.0,42.545000000000016,11.3,13.9,14.554592549557764,6,A2,1
14,7.571428571428571,1,14.0,-6.789285714285711,17.684285714285718,25.6,18.243605946275583,6,B1,2
21,5.809523809523809,1,21.0,16.32000000000002,16.2,17.923809523809524,17.122413403193683,8,C1,4
10,5.8,1,10.0,-6.35499999999999,16.63,16.0,13.023866798666859,5,B1,2
17,6.352941176470588,1,17.0,10.427058823529421,16.028235294117646,16.211764705882356,15.903189008614273,6,B2,3
21,4.857142857142857,3,7.0,64.80075757575761,6.042727272727273,8.387878787878789,8.841846274778883,8,B1,2
13,5.769230769230769,1,13.0,18.405,13.673333333333336,14.8,14.554592549557764,6,B1,2
10,5.4,1,10.0,52.86500000000001,8.370000000000001,16.0,13.023866798666859,3,B1,2
11,5.818181818181818,1,11.0,18.77909090909094,13.372727272727271,18.94545454545455,15.903189008614273,5,B1,2
12,4.166666666666667,1,12.0,76.50153846153849,5.818461538461541,8.276923076923078,8.841846274778883,3,B2,3
20,5.1,1,20.0,51.17500000000004,11.090000000000003,12.0,11.20814326018867,7,B1,2
20,5.3,1,20.0,36.1605263157895,12.935789473684213,13.915789473684212,13.023866798666859,9,B2,3
15,5.4,1,15.0,39.33000000000001,11.500000000000004,16.666666666666668,14.554592549557764,6,B1,2
11,5.909090909090909,1,11.0,18.77909090909094,13.372727272727271,18.94545454545455,14.554592549557764,6,A2,1
12,6.166666666666667,1,12.0,-2.7450000000000045,16.62333333333334,21.46666666666667,15.903189008614273,8,B2,3
7,7.428571428571429,1,7.0,-29.898571428571415,19.16857142857143,25.65714285714286,14.554592549557764,3,B2,3
20,5.7,1,20.0,9.4447368421053,16.662105263157894,22.33684210526316,18.243605946275583,9,C1,4
27,4.481481481481482,1,27.0,57.23000000000002,11.984444444444446,15.244444444444447,14.554592549557764,5,B1,2
11,4.2727272727272725,1,11.0,95.955,2.8566666666666656,4.800000000000001,3.1291,2,A2,1
14,7.214285714285714,1,14.0,-12.832142857142827,18.52714285714286,19.885714285714286,15.903189008614273,6,B2,3
20,5.55,1,20.0,42.223181818181814,12.83545454545455,16.072727272727274,14.554592549557764,8,B2,3
12,6.0,1,12.0,32.504999999999995,11.706666666666667,18.133333333333336,14.554592549557764,5,B1,2
32,5.0625,1,32.0,34.23625000000004,16.433750000000007,19.05,17.122413403193683,7,B2,3
32,4.625,1,32.0,26.305000000000035,17.540000000000003,20.3,18.243605946275583,8,B2,3
33,4.787878787878788,1,33.0,32.98382352941181,17.10529411764706,20.658823529411766,17.122413403193683,10,C1,4
14,4.928571428571429,1,14.0,47.59642857142859,10.098571428571429,11.314285714285715,11.20814326018867,5,B1,2
7,5.857142857142857,1,7.0,37.900000000000034,10.208888888888893,12.488888888888889,11.20814326018867,3,A2,1
13,5.230769230769231,1,13.0,37.455384615384645,11.264615384615386,11.353846153846156,14.554592549557764,4,B1,2
30,5.3,1,30.0,15.645000000000039,18.530000000000005,22.66666666666667,19.287186520377343,13,C1,4
24,5.833333333333333,1,24.0,10.611739130434785,17.493043478260876,19.63478260869565,17.122413403193683,10,B2,3
14,5.5,1,14.0,41.553571428571445,10.941428571428574,14.171428571428573,13.023866798666859,6,B1,2
28,4.678571428571429,1,28.0,52.305000000000035,13.416666666666668,18.666666666666668,15.903189008614273,7,B2,3
24,4.583333333333333,1,24.0,45.00000000000003,12.945,12.933333333333335,11.20814326018867,7,B1,2
15,5.066666666666666,1,15.0,56.25000000000003,9.140000000000004,11.333333333333336,11.20814326018867,4,B1,2
26,4.269230769230769,1,26.0,56.798846153846185,11.796153846153846,13.476923076923079,11.20814326018867,6,B1,2
12,5.0,1,12.0,32.504999999999995,11.706666666666667,18.133333333333336,14.554592549557764,5,B1,2
68,5.220588235294118,1,68.0,-14.008695652173884,32.35478260869566,38.61449275362319,28.03038370184959,25,C1,4
27,5.0,1,27.0,34.021923076923116,14.973076923076924,18.092307692307692,15.903189008614273,8,B2,3
23,4.739130434782608,1,23.0,28.40571428571431,14.514285714285716,19.82857142857143,17.122413403193683,6,A2,1
9,5.222222222222222,1,9.0,66.10000000000002,6.2755555555555596,8.044444444444444,8.841846274778883,3,B1,2
28,5.357142857142857,1,28.0,30.365000000000038,15.98,19.771428571428572,17.122413403193683,10,B2,3
19,5.105263157894737,1,19.0,46.94500000000005,11.68,18.0,15.903189008614273,7,B2,3
53,5.0,1,53.0,-1.793962264150906,26.676226415094344,31.01132075471698,23.72669961743115,17,C1,4
28,4.714285714285714,1,28.0,35.29666666666668,15.043703703703706,19.68888888888889,18.243605946275583,10,B1,2
14,5.214285714285714,1,14.0,56.97846153846157,8.541538461538462,8.276923076923078,8.841846274778883,4,B1,2
33,5.696969696969697,1,33.0,11.830909090909103,19.807272727272736,24.10909090909091,20.267338824336647,18,B2,3
31,5.129032258064516,1,31.0,14.357096774193565,18.95806451612903,21.43225806451613,18.243605946275583,12,B2,3
26,4.1923076923076925,1,26.0,50.29115384615386,12.703846153846158,15.015384615384617,14.554592549557764,4,B2,3
18,5.888888888888889,1,18.0,19.36500000000001,15.030000000000001,18.311111111111114,15.903189008614273,9,B1,2
24,5.791666666666667,1,24.0,9.750000000000057,17.861666666666668,21.26666666666667,19.287186520377343,10,B2,3
22,5.318181818181818,1,22.0,46.06863636363636,12.29909090909091,12.436363636363637,11.20814326018867,8,B2,3
27,4.851851851851852,1,27.0,50.96333333333334,12.858518518518522,15.244444444444447,13.023866798666859,7,B2,3
43,5.395348837209302,1,43.0,7.090714285714313,22.704285714285714,24.41904761904762,19.287186520377343,20,B2,3
43,4.534883720930233,1,43.0,39.241162790697686,18.468372093023252,20.920930232558142,14.554592549557764,11,C1,4
17,4.529411764705882,1,17.0,70.14470588235295,7.698823529411765,9.15294117647059,8.841846274778883,3,C1,4
29,5.448275862068965,1,29.0,5.282758620689691,19.726896551724135,21.255172413793105,19.287186520377343,9,B2,3
38,4.5,1,38.0,36.91236842105266,17.551052631578944,18.357894736842105,13.023866798666859,7,B2,3
11,5.545454545454546,1,11.0,37.455384615384645,11.264615384615386,11.353846153846156,11.20814326018867,6,B2,3
6,7.166666666666667,1,6.0,-10.754999999999995,16.25,15.733333333333334,13.023866798666859,3,B2,3
8,6.625,1,8.0,18.940000000000026,12.605000000000004,23.200000000000003,14.554592549557764,4,C1,4
29,5.482758620689655,1,29.0,9.215000000000032,18.930000000000003,24.05714285714286,21.19438992294339,12,C1,4
22,3.8181818181818183,1,22.0,76.74857142857144,7.771428571428572,8.4,8.841846274778883,1,B2,3
20,4.55,1,20.0,42.71500000000003,12.270000000000003,14.0,15.903189008614273,5,B2,3
13,4.615384615384615,1,13.0,63.486153846153854,7.633846153846157,5.2,8.841846274778883,3,B1,2
36,5.444444444444445,1,36.0,15.195000000000022,20.083333333333332,27.733333333333338,22.918633597333717,11,C2,5
14,4.642857142857143,1,14.0,50.470769230769264,9.44923076923077,11.353846153846156,11.20814326018867,4,B2,3
45,5.066666666666666,2,22.5,37.18250000000003,13.911170212765956,18.761702127659575,16.52667757954773,17,C1,4
14,4.785714285714286,1,14.0,59.68214285714288,8.412857142857145,8.457142857142857,8.841846274778883,7,C1,4
16,7.9375,1,16.0,-79.30357142857144,27.79857142857143,28.457142857142856,19.287186520377343,8,B2,3
18,6.055555555555555,1,18.0,19.36500000000001,15.030000000000001,18.311111111111114,15.903189008614273,7,B1,2
25,3.68,1,25.0,69.76333333333335,10.236296296296299,12.281481481481482,8.841846274778883,6,C1,4
26,5.076923076923077,1,26.0,40.529615384615425,14.065384615384616,18.092307692307692,15.903189008614273,9,B2,3
36,4.861111111111111,1,36.0,19.03,19.3,24.28571428571429,20.267338824336647,11,C2,5
53,4.584905660377358,1,53.0,15.725000000000023,24.481111111111115,28.26666666666667,20.267338824336647,15,C2,5
23,5.3478260869565215,1,23.0,17.968260869565228,16.46695652173913,19.63478260869565,17.122413403193683,7,B2,3
19,4.842105263157895,1,19.0,40.2858823529412,11.863529411764706,13.858823529411765,13.023866798666859,6,C1,4
20,4.55,1,20.0,34.255000000000024,13.450000000000003,16.0,14.554592549557764,6,B2,3
16,5.5,1,16.0,39.33000000000001,11.500000000000004,16.666666666666668,14.554592549557764,8,B1,2
29,4.0344827586206895,2,14.5,67.53000000000003,7.566666666666666,10.0,10.125756701596842,8,B2,3
33,4.303030303030303,1,33.0,29.77636363636364,17.304242424242428,18.04848484848485,14.554592549557764,9,C1,4
14,5.071428571428571,1,14.0,53.639285714285734,9.255714285714287,17.02857142857143,14.554592549557764,4,C1,4
6,5.166666666666667,1,6.0,87.94500000000002,2.4833333333333343,9.066666666666668,8.841846274778883,1,B1,2
45,4.311111111111111,1,45.0,21.53418604651162,20.93813953488372,22.781395348837208,17.122413403193683,12,C1,4
15,3.8,1,15.0,74.27000000000001,6.8750000000000036,8.9,8.841846274778883,2,B1,2
14,4.428571428571429,3,4.666666666666667,83.24500000000002,3.1388888888888893,6.844444444444445,7.793537801064561,4,C1,4
31,4.451612903225806,1,31.0,19.868965517241406,17.69241379310345,21.255172413793105,18.243605946275583,10,C1,4
15,5.533333333333333,1,15.0,16.77000000000001,14.646666666666672,19.333333333333336,15.903189008614273,8,B2,3
19,5.631578947368421,1,19.0,5.265000000000015,16.996666666666666,22.755555555555556,18.243605946275583,6,B2,3
27,6.185185185185185,1,27.0,-8.569999999999993,21.16222222222223,28.57777777777778,23.72669961743115,12,C1,4
13,5.923076923076923,1,13.0,17.932307692307717,13.98769230769231,14.430769230769233,14.554592549557764,6,B2,3
30,3.5,1,30.0,57.945000000000036,12.629999999999999,16.0,14.554592549557764,4,C1,4
13,4.384615384615385,1,13.0,53.639285714285734,9.255714285714287,11.314285714285715,11.20814326018867,3,B2,3
19,4.7894736842105265,1,19.0,45.06578947368425,11.693684210526317,16.02105263157895,14.554592549557764,8,B2,3
9,6.0,1,9.0,52.86500000000001,8.370000000000001,8.0,11.20814326018867,4,B2,3
19,4.421052631578948,1,19.0,55.40500000000003,10.500000000000004,12.0,13.023866798666859,5,B2,3
26,4.615384615384615,1,26.0,34.021923076923116,14.973076923076924,18.092307692307692,15.903189008614273,8,C1,4
27,5.111111111111111,1,27.0,38.43000000000001,14.60666666666667,18.20740740740741,17.122413403193683,6,C1,4
8,7.0,1,8.0,9.700000000000017,14.142222222222227,21.37777777777778,14.554592549557764,5,A2,1
24,4.958333333333333,1,24.0,34.42500000000004,14.420000000000002,19.6,17.122413403193683,8,B2,3
33,5.666666666666667,1,33.0,19.52181818181819,18.734545454545458,22.8969696969697,19.287186520377343,13,C2,5
39,5.743589743589744,1,39.0,21.91153846153847,19.891794871794875,19.702564102564104,14.554592549557764,15,C2,5
9,5.222222222222222,1,9.0,75.50000000000003,4.964444444444446,8.044444444444444,8.841846274778883,3,B2,3
14,6.214285714285714,1,14.0,11.424615384615407,14.895384615384618,17.50769230769231,14.554592549557764,8,C2,5
15,4.533333333333333,1,15.0,53.639285714285734,9.255714285714287,14.171428571428573,13.023866798666859,5,B2,3
79,4.987341772151899,2,39.5,30.4198376623377,18.580844155844158,21.633766233766234,17.122413403193683,24,C2,5
30,5.4,1,30.0,15.645000000000039,18.530000000000005,21.333333333333332,18.243605946275583,13,C2,5
34,5.117647058823529,1,34.0,34.903636363636366,16.589090909090917,19.260606060606065,15.903189008614273,9,C2,5
29,5.0344827586206895,1,29.0,27.514230769230807,15.880769230769232,16.553846153846155,15.903189008614273,10,B2,3
23,5.913043478260869,1,23.0,14.29000000000002,16.98,23.11304347826087,19.287186520377343,10,B2,3
27,5.185185185185185,1,27.0,14.034482758620697,18.506206896551728,21.255172413793105,18.243605946275583,12,B2,3
9,4.111111111111111,1,9.0,40.09,9.655000000000001,13.200000000000001,11.20814326018867,2,B1,2
19,5.052631578947368,1,19.0,53.97105263157897,10.451578947368422,16.02105263157895,14.554592549557764,5,C1,4
29,4.586206896551724,1,29.0,40.529615384615425,14.065384615384616,16.553846153846155,14.554592549557764,10,C1,4
17,4.176470588235294,1,17.0,80.09764705882354,6.310588235294119,9.15294117647059,8.841846274778883,2,B2,3
14,5.357142857142857,1,14.0,65.72500000000001,7.570000000000004,11.314285714285715,11.20814326018867,4,B2,3
7,5.285714285714286,1,7.0,31.545000000000016,10.350000000000001,9.066666666666668,8.841846274778883,2,B2,3
27,5.481481481481482,1,27.0,25.896666666666675,16.35481481481482,21.17037037037037,18.243605946275583,8,B2,3
47,5.659574468085107,1,47.0,-2.8700000000000045,25.335744680851068,29.863829787234046,23.72669961743115,21,C2,5
26,5.5,1,26.0,30.76807692307696,15.426923076923078,18.092307692307692,15.903189008614273,13,C2,5
10,5.4,1,10.0,35.94500000000002,10.73,16.0,13.023866798666859,5,C1,4
26,4.5,1,26.0,60.76500000000003,12.236666666666668,13.333333333333336,8.841846274778883,4,B2,3
16,5.25,1,16.0,31.97,12.775000000000002,13.9,14.554592549557764,4,B1,2
21,4.761904761904762,1,21.0,43.716086956521764,12.875652173913043,14.417391304347825,14.554592549557764,6,B1,2
11,8.454545454545455,1,11.0,-4.293636363636352,16.590909090909097,26.21818181818182,17.122413403193683,6,C2,5
33,5.2727272727272725,1,33.0,-0.13249999999996476,21.227500000000003,27.8,22.918633597333717,14,C1,4
27,4.962962962962963,1,27.0,38.43000000000001,14.60666666666667,19.68888888888889,17.122413403193683,10,C1,4
10,4.6,1,10.0,78.24500000000002,4.830000000000002,8.0,8.841846274778883,2,B2,3
16,6.375,1,16.0,37.25750000000002,12.037500000000005,16.400000000000002,14.554592549557764,7,C1,4
47,5.0,2,23.5,22.317499999999995,15.73611111111111,17.88888888888889,16.52667757954773,16,C2,5
29,6.379310344827586,1,29.0,8.200000000000017,19.320000000000004,19.875862068965517,17.122413403193683,11,C1,4
40,5.925,1,40.0,16.07000000000002,20.955000000000002,27.0,22.076135915942103,14,C2,5
10,5.6,1,10.0,27.485000000000014,11.91,12.0,13.023866798666859,4,B1,2
7,5.857142857142857,1,7.0,6.35857142857148,14.111428571428572,19.942857142857143,13.023866798666859,3,B1,2
56,4.357142857142857,1,56.0,38.54346153846156,20.80153846153846,23.107692307692307,14.554592549557764,10,C1,4
5,7.4,1,5.0,-18.19999999999996,17.040000000000003,26.0,13.023866798666859,4,B2,3
25,4.36,1,25.0,55.57500000000003,11.470000000000002,16.26666666666667,14.554592549557764,7,C1,4
26,5.3076923076923075,1,26.0,14.498846153846188,17.69615384615385,21.16923076923077,18.243605946275583,10,B2,3
31,4.774193548387097,1,31.0,31.537931034482796,16.0648275862069,18.49655172413793,15.903189008614273,8,B2,3
29,3.9310344827586206,1,29.0,54.87586206896553,12.809655172413795,15.73793103448276,13.023866798666859,6,B2,3
31,5.67741935483871,1,31.0,2.365517241379308,20.13379310344828,22.634482758620692,19.287186520377343,11,C2,5
20,5.75,1,20.0,8.875000000000028,16.99,18.0,15.903189008614273,8,B2,3
37,4.972972972972973,1,37.0,15.195000000000022,20.083333333333332,23.28888888888889,19.287186520377343,11,C1,4
24,5.625,1,24.0,6.225000000000023,18.353333333333335,19.6,17.122413403193683,11,B2,3
29,5.862068965517241,1,29.0,10.442500000000024,19.7525,24.05,21.19438992294339,14,B2,3
35,4.485714285714286,1,35.0,45.74500000000002,15.822222222222226,17.733333333333334,14.554592549557764,10,B2,3
19,6.368421052631579,1,19.0,13.897368421052647,16.04105263157895,20.231578947368423,17.122413403193683,8,B1,2
16,4.875,1,16.0,22.410000000000025,13.860000000000003,19.333333333333336,15.903189008614273,9,B2,3
15,4.866666666666666,1,15.0,5.296428571428578,15.99857142857143,19.885714285714286,15.903189008614273,5,B2,3
22,6.045454545454546,1,22.0,3.2552173913043703,18.519130434782614,23.11304347826087,19.287186520377343,14,B2,3
22,4.818181818181818,1,22.0,69.22500000000004,11.056666666666668,12.0,3.1291,5,C1,4
11,6.454545454545454,1,11.0,3.3972727272727354,15.518181818181823,18.94545454545455,14.554592549557764,6,B1,2
19,5.684210526315789,1,19.0,36.1605263157895,12.935789473684213,13.915789473684212,13.023866798666859,7,B2,3
16,6.3125,1,16.0,0.24500000000000455,17.2,21.400000000000002,18.243605946275583,7,B2,3
79,4.924050632911392,1,79.0,-25.138181818181806,35.89454545454545,40.67012987012987,28.677278017228545,22,C1,4
21,6.809523809523809,1,21.0,-23.965714285714256,21.81904761904762,27.44761904761905,21.19438992294339,10,C1,4
8,6.0,1,8.0,29.515000000000015,11.130000000000003,13.200000000000001,11.20814326018867,6,B1,2
17,6.470588235294118,2,8.5,-15.780735294117619,17.572058823529414,19.87058823529412,15.247664890283005,9,B1,2
46,5.326086956521739,1,46.0,-2.3999999999999773,24.773333333333337,29.555555555555557,23.72669961743115,17,C1,4
32,4.75,1,32.0,31.59250000000003,16.8025,19.05,15.903189008614273,12,B1,2
15,6.0,1,15.0,16.77000000000001,14.646666666666672,19.333333333333336,15.903189008614273,8,B2,3
12,5.083333333333333,1,12.0,46.60500000000002,9.740000000000002,11.466666666666669,11.20814326018867,5,A2,1
27,5.037037037037037,1,27.0,41.56333333333336,14.169629629629632,16.725925925925928,15.903189008614273,7,B1,2
28,6.25,1,28.0,-20.972413793103414,23.388965517241378,26.77241379310345,22.918633597333717,15,C1,4
47,5.638297872340425,1,47.0,-14.572391304347803,26.71956521739131,32.31304347826087,25.98008509911553,22,B2,3
23,5.695652173913044,1,23.0,17.968260869565228,16.46695652173913,19.63478260869565,17.122413403193683,7,C1,4
9,6.555555555555555,1,9.0,19.100000000000023,12.831111111111113,12.488888888888889,13.023866798666859,3,B2,3
31,5.0,1,31.0,29.745000000000033,16.563333333333336,22.66666666666667,19.287186520377343,10,B2,3
74,6.391891891891892,1,74.0,-63.027183098591536,39.6887323943662,41.92112676056338,31.692831373894414,31,C2,5
12,5.583333333333333,1,12.0,-14.814999999999998,17.81,20.0,14.554592549557764,5,B2,3
25,5.36,1,25.0,19.02800000000002,16.816,21.200000000000003,18.243605946275583,12,B2,3
19,6.2631578947368425,1,19.0,-17.271052631578925,20.388421052631582,24.4421052631579,20.267338824336647,8,B2,3
28,4.642857142857143,1,28.0,45.4721428571429,13.872857142857146,16.914285714285715,14.554592549557764,6,C1,4
67,5.373134328358209,1,67.0,-22.945909090909055,32.85606060606061,38.52121212121213,29.308192230251223,22,C1,4
48,4.791666666666667,1,48.0,3.015000000000015,24.763333333333332,27.53333333333333,21.19438992294339,19,C1,4
28,6.071428571428571,1,28.0,30.365000000000038,15.98,18.342857142857145,15.903189008614273,9,C1,4
21,5.095238095238095,1,21.0,36.46285714285716,13.390476190476189,16.019047619047623,14.554592549557764,8,B2,3
16,7.0,1,16.0,-10.329999999999984,18.675,21.400000000000002,18.243605946275583,9,B2,3
12,6.5,1,12.0,18.405,13.673333333333336,18.133333333333336,14.554592549557764,6,B2,3
17,6.0588235294117645,2,8.5,33.98397058823531,10.630882352941178,15.16470588235294,12.161744961471694,7,B2,3
15,6.666666666666667,1,15.0,-0.14999999999997726,17.006666666666664,19.333333333333336,15.903189008614273,9,A2,1
36,4.777777777777778,1,36.0,26.94500000000002,18.444444444444446,21.06666666666667,18.243605946275583,10,B2,3
27,5.888888888888889,1,27.0,3.9633333333333667,19.414074074074076,22.651851851851855,19.287186520377343,12,B2,3
23,5.391304347826087,1,23.0,23.850000000000023,15.895,16.26666666666667,14.554592549557764,9,B1,2
15,5.533333333333333,1,15.0,50.610000000000014,9.92666666666667,16.666666666666668,14.554592549557764,5,B1,2
47,5.191489361702128,1,47.0,14.85369565217394,22.615217391304352,26.22608695652174,20.267338824336647,21,C1,4
29,6.379310344827586,1,29.0,-36.10642857142852,25.251428571428573,28.342857142857145,22.918633597333717,14,C1,4
17,5.352941176470588,1,17.0,40.2858823529412,11.863529411764706,13.858823529411765,13.023866798666859,7,B2,3
24,4.541666666666667,1,24.0,54.750869565217414,11.336521739130436,14.417391304347825,13.023866798666859,7,C1,4
15,5.933333333333334,1,15.0,16.77000000000001,14.646666666666672,16.666666666666668,14.554592549557764,7,B2,3
21,4.9523809523809526,1,21.0,36.35956521739132,13.901739130434787,14.417391304347825,13.023866798666859,7,A2,1
34,4.735294117647059,1,34.0,35.47205882352944,16.75823529411765,18.30588235294118,14.554592549557764,13,B2,3
63,7.031746031746032,2,31.5,-38.19224576271182,25.915000000000003,27.393220338983056,22.501965172709998,36,C2,5
27,6.111111111111111,1,27.0,1.4834615384615688,19.511538461538468,22.707692307692312,19.287186520377343,13,B2,3
17,6.176470588235294,1,17.0,25.35647058823531,13.945882352941176,16.211764705882356,14.554592549557764,8,B2,3
16,4.5,1,16.0,84.845,5.400000000000002,6.4,8.841846274778883,2,B1,2
19,6.315789473684211,1,19.0,0.5394736842105203,17.904210526315797,18.126315789473683,17.122413403193683,9,B2,3
27,5.444444444444445,1,27.0,30.365000000000038,15.98,19.771428571428572,18.243605946275583,7,B2,3
36,5.611111111111111,1,36.0,7.970263157894777,21.587894736842106,25.726315789473684,22.076135915942103,14,B2,3
28,5.928571428571429,1,28.0,6.19357142857146,19.351428571428574,24.05714285714286,20.267338824336647,11,B2,3
17,6.588235294117647,1,17.0,-11.429999999999978,18.580000000000002,22.0,17.122413403193683,11,B2,3
21,4.476190476190476,1,21.0,62.87631578947371,9.209473684210526,13.915789473684212,13.023866798666859,4,B2,3
36,5.416666666666667,1,36.0,5.795000000000016,21.39444444444445,24.400000000000002,20.267338824336647,14,B2,3
17,4.9411764705882355,1,17.0,20.380000000000024,14.64,18.56470588235294,15.903189008614273,5,B2,3
38,5.815789473684211,1,38.0,-5.079999999999956,23.905000000000005,25.0,21.19438992294339,16,C2,5
33,5.454545454545454,1,33.0,11.830909090909103,19.807272727272736,21.684848484848487,18.243605946275583,12,C1,4
53,5.943396226415095,1,53.0,-13.518076923076904,28.063076923076924,33.10769230769231,25.98008509911553,21,C1,4
25,5.84,1,25.0,12.26000000000002,17.76,22.8,19.287186520377343,9,B2,3
8,8.5,1,8.0,-55.08499999999998,22.930000000000003,28.200000000000003,15.903189008614273,6,C1,4
12,5.5,1,12.0,18.405,13.673333333333336,21.46666666666667,15.903189008614273,5,A2,1
12,6.25,1,12.0,11.355000000000018,14.656666666666666,14.8,13.023866798666859,7,B2,3
13,4.3076923076923075,1,13.0,83.0092307692308,4.91076923076923,8.276923076923078,8.841846274778883,2,C1,4
22,5.409090909090909,1,22.0,11.459545454545463,17.12636363636364,23.345454545454547,19.287186520377343,9,B2,3
11,5.7272727272727275,1,11.0,10.564999999999998,14.270000000000007,16.0,13.023866798666859,5,B1,2
21,5.285714285714286,1,21.0,38.16500000000002,12.407777777777778,16.08888888888889,14.554592549557764,8,B2,3
22,4.681818181818182,1,22.0,46.06863636363636,12.29909090909091,16.072727272727274,14.554592549557764,6,B2,3
47,5.23404255319149,2,23.5,31.7175,14.425,17.88888888888889,15.903189008614273,20,C1,4
17,4.823529411764706,1,17.0,65.16823529411766,8.39294117647059,11.505882352941178,11.20814326018867,4,B2,3
11,4.454545454545454,1,11.0,81.85500000000002,4.823333333333334,11.466666666666669,11.20814326018867,2,B1,2
16,5.4375,1,16.0,42.545000000000016,11.3,16.400000000000002,14.554592549557764,6,C1,4
9,5.222222222222222,1,9.0,44.405,9.55,16.0,13.023866798666859,3,B1,2
22,4.409090909090909,1,22.0,56.798846153846185,11.796153846153846,15.015384615384617,14.554592549557764,4,B2,3
17,3.3529411764705883,2,8.5,88.49293478260873,3.7732608695652203,8.078260869565218,8.841846274778883,3,C1,4
27,5.62962962962963,1,27.0,24.260384615384652,16.334615384615386,19.630769230769232,17.122413403193683,12,B2,3
14,6.214285714285714,1,14.0,23.42500000000001,13.470000000000002,17.02857142857143,14.554592549557764,9,B1,2
28,3.892857142857143,1,28.0,54.5364285714286,12.608571428571427,15.485714285714288,13.023866798666859,3,B1,2
21,7.095238095238095,1,21.0,-23.965714285714256,21.81904761904762,25.542857142857144,20.267338824336647,14,B2,3
13,6.0,1,13.0,30.947692307692336,12.172307692307694,17.50769230769231,14.554592549557764,5,C1,4
26,4.461538461538462,1,26.0,43.78346153846158,13.611538461538462,15.015384615384617,13.023866798666859,7,C1,4
40,4.7,1,40.0,22.41500000000002,20.070000000000004,23.0,18.243605946275583,9,C1,4
10,5.7,1,10.0,28.50000000000003,11.520000000000003,12.488888888888889,11.20814326018867,4,B2,3
17,6.470588235294118,1,17.0,5.450588235294163,16.72235294117647,23.27058823529412,18.243605946275583,8,B2,3
9,4.0,1,9.0,75.50000000000003,4.964444444444446,3.6,3.1291,2,A2,1
11,6.090909090909091,1,11.0,26.470000000000027,12.3,18.94545454545455,14.554592549557764,4,B1,2
20,4.85,1,20.0,51.17500000000004,11.090000000000003,14.0,13.023866798666859,6,B2,3
14,4.642857142857143,1,14.0,77.81071428571428,5.884285714285717,8.457142857142857,8.841846274778883,4,B1,2
28,4.714285714285714,1,28.0,51.51500000000003,13.030000000000005,16.914285714285715,14.554592549557764,7,B2,3
16,5.25,1,16.0,47.83250000000001,10.562500000000004,11.4,11.20814326018867,6,B2,3
14,5.714285714285714,1,14.0,29.467857142857156,12.62714285714286,17.02857142857143,14.554592549557764,6,B1,2
23,5.130434782608695,1,23.0,43.716086956521764,12.875652173913043,16.156521739130437,14.554592549557764,9,C1,4
21,5.476190476190476,1,21.0,20.34857142857146,15.638095238095236,16.019047619047623,15.903189008614273,8,B2,3
17,3.9411764705882355,1,17.0,85.07411764705884,5.616470588235295,9.15294117647059,8.841846274778883,3,B1,2
19,5.0,1,19.0,36.1605263157895,12.935789473684213,18.126315789473683,15.903189008614273,8,C1,4
15,7.133333333333334,1,15.0,-28.349999999999966,20.94,24.666666666666668,18.243605946275583,8,B1,2
20,6.4,1,20.0,17.335000000000036,15.810000000000002,20.0,17.122413403193683,10,A2,1
42,5.5476190476190474,1,42.0,1.2650000000000148,23.02,24.0,20.267338824336647,16,C1,4
24,5.5,1,24.0,23.850000000000023,15.895,16.26666666666667,15.903189008614273,8,B2,3
25,4.88,1,25.0,46.10000000000002,13.040000000000003,14.8,14.554592549557764,8,B2,3
40,5.125,1,40.0,20.30000000000001,20.365000000000006,24.0,19.287186520377343,9,C1,4
28,5.535714285714286,1,28.0,18.27928571428575,17.665714285714284,16.914285714285715,18.243605946275583,10,C1,4
31,4.709677419354839,1,31.0,33.46032258064517,16.293548387096777,21.43225806451613,18.243605946275583,7,C2,5
23,4.913043478260869,1,23.0,32.43428571428572,13.952380952380953,17.923809523809524,15.903189008614273,8,B2,3
18,4.833333333333333,1,18.0,42.86500000000001,11.752222222222223,16.08888888888889,14.554592549557764,6,B2,3
19,6.842105263157895,1,19.0,-3.8149999999999693,18.76,22.0,18.243605946275583,10,B2,3
15,5.6,1,15.0,28.05000000000001,13.073333333333338,16.666666666666668,14.554592549557764,6,B1,2
26,3.8461538461538463,1,26.0,66.56038461538463,10.434615384615388,15.015384615384617,13.023866798666859,4,B1,2
