word,fre,log_frequency,len,pos,difficult_ug,lexical_difficulty
whom,4,1.6094379124341003,4,WP,0.0,0.0
wide,6,1.9459101490553132,4,JJ,0.0,0.0
wife,4,1.6094379124341003,4,NN,0.0,0.0
will,23,3.1780538303479458,4,MD,0.0,0.0
with,231,5.44673737166631,4,IN,0.0,0.0
word,10,2.3978952727983707,4,NN,0.0,0.0
work,44,3.8066624897703196,4,NN,0.0,0.0
your,5,1.791759469228055,4,PRP$,0.0,0.0
about,71,4.276666119016055,5,IN,0.0,0.0
above,13,2.639057329615259,5,IN,0.0,0.0
acres,1,0.6931471805599453,5,NNS,0.0,0.0
adjoa,18,2.9444389791664403,5,VBP,0.0,0.0
admit,1,0.6931471805599453,5,VBP,0.0,0.0
adult,3,1.3862943611198906,5,NN,0.0,0.0
after,25,3.258096538021482,5,IN,0.0,0.0
again,8,2.1972245773362196,5,RB,0.0,0.0
agent,3,1.3862943611198906,5,JJ,0.0,0.0
aidoo,1,0.6931471805599453,5,NN,0.0,0.0
alert,2,1.0986122886681096,5,JJ,0.0,0.0
alice,6,1.9459101490553132,5,NN,0.0,0.0
alive,1,0.6931471805599453,5,JJ,0.0,0.0
alley,1,0.6931471805599453,5,NN,0.0,0.0
allow,1,0.6931471805599453,5,VB,0.0,0.0
alone,2,1.0986122886681096,5,RB,0.0,0.0
along,11,2.4849066497880004,5,RB,0.0,0.0
among,8,2.1972245773362196,5,IN,0.0,0.0
amply,1,0.6931471805599453,5,JJ,0.0,0.0
angle,4,1.6094379124341003,5,JJ,0.0,0.0
apply,1,0.6931471805599453,5,NN,0.0,0.0
arabs,1,0.6931471805599453,5,JJ,0.0,0.0
areas,8,2.1972245773362196,5,NNS,0.0,0.0
armed,1,0.6931471805599453,5,JJ,0.0,0.0
asian,1,0.6931471805599453,5,JJ,0.0,0.0
aside,1,0.6931471805599453,5,NN,0.0,0.0
asked,3,1.3862943611198906,5,VBD,0.0,0.0
aught,1,0.6931471805599453,5,NN,0.0,0.0
avoid,2,1.0986122886681096,5,VB,0.0,0.0
award,1,0.6931471805599453,5,NN,0.0,0.0
aware,7,2.0794415416798357,5,JJ,0.0,0.0
awful,1,0.6931471805599453,5,JJ,0.0,0.0
badly,1,0.6931471805599453,5,RB,0.0,0.0
basic,13,2.639057329615259,5,JJ,0.0,0.0
basis,4,1.6094379124341003,5,NN,0.0,0.0
batch,1,0.6931471805599453,5,NN,0.0,0.0
bears,1,0.6931471805599453,5,NNS,0.0,0.0
began,5,1.791759469228055,5,VBD,0.0,0.0
begin,1,0.6931471805599453,5,JJ,0.0,0.0
being,33,3.5263605246161616,5,VBG,0.0,0.0
bills,2,1.0986122886681096,5,NNS,0.0,0.0
birds,3,1.3862943611198906,5,NNS,0.0,0.0
birth,5,1.791759469228055,5,JJ,0.0,0.0
black,13,2.639057329615259,5,JJ,0.0,0.0
blame,2,1.0986122886681096,5,NN,0.0,0.0
block,2,1.0986122886681096,5,NN,0.0,0.0
blood,3,1.3862943611198906,5,NN,0.0,0.0
bombs,1,0.6931471805599453,5,VBP,0.0,0.0
bonds,1,0.6931471805599453,5,NNS,0.0,0.0
books,9,2.302585092994046,5,NNS,0.0,0.0
bound,2,1.0986122886681096,5,IN,0.0,0.0
boxes,1,0.6931471805599453,5,NNS,0.0,0.0
brady,1,0.6931471805599453,5,JJ,0.0,0.0
break,7,2.0794415416798357,5,NN,0.0,0.0
brief,2,1.0986122886681096,5,NN,0.0,0.0
bring,3,1.3862943611198906,5,VBG,0.0,0.0
brook,1,0.6931471805599453,5,NN,0.0,0.0
brown,1,0.6931471805599453,5,JJ,0.0,0.0
brunt,1,0.6931471805599453,5,NN,0.0,0.0
build,3,1.3862943611198906,5,NN,0.0,0.0
built,3,1.3862943611198906,5,VBN,0.0,0.0
burke,2,1.0986122886681096,5,IN,0.0,0.0
burst,1,0.6931471805599453,5,NN,0.0,0.0
calls,4,1.6094379124341003,5,VBZ,0.0,0.0
camel,1,0.6931471805599453,5,NN,0.0,0.0
camps,1,0.6931471805599453,5,NNS,0.0,0.0
cards,1,0.6931471805599453,5,NNS,0.0,0.0
carry,2,1.0986122886681096,5,VBP,0.0,0.0
carve,1,0.6931471805599453,5,VBP,0.0,0.0
cases,2,1.0986122886681096,5,NNS,0.0,0.0
chaff,1,0.6931471805599453,5,JJ,0.0,0.0
chair,7,2.0794415416798357,5,NN,0.0,0.0
cheap,2,1.0986122886681096,5,JJ,0.0,0.0
check,1,0.6931471805599453,5,NN,0.0,0.0
chess,9,2.302585092994046,5,NN,0.0,0.0
chief,2,1.0986122886681096,5,NN,0.0,0.0
child,14,2.70805020110221,5,NN,0.0,0.0
chris,4,1.6094379124341003,5,JJ,0.0,0.0
civil,2,1.0986122886681096,5,JJ,0.0,0.0
clash,1,0.6931471805599453,5,NN,0.0,0.0
class,12,2.5649493574615367,5,NN,0.0,0.0
clear,7,2.0794415416798357,5,JJ,0.0,0.0
clerk,2,1.0986122886681096,5,NN,0.0,0.0
climb,1,0.6931471805599453,5,NN,0.0,0.0
clock,2,1.0986122886681096,5,NN,0.0,0.0
close,8,2.1972245773362196,5,JJ,0.0,0.0
clubs,1,0.6931471805599453,5,NNS,0.0,0.0
coals,1,0.6931471805599453,5,NNS,0.0,0.0
comes,17,2.8903717578961645,5,VBZ,0.0,0.0
could,33,3.5263605246161616,5,MD,0.0,0.0
court,3,1.3862943611198906,5,NN,0.0,0.0
crops,1,0.6931471805599453,5,NNS,0.0,0.0
cross,1,0.6931471805599453,5,VBP,0.0,0.0
daily,9,2.302585092994046,5,JJ,0.0,0.0
dairy,1,0.6931471805599453,5,NN,0.0,0.0
dance,5,1.791759469228055,5,NN,0.0,0.0
dates,1,0.6931471805599453,5,NNS,0.0,0.0
daula,1,0.6931471805599453,5,VBP,0.0,0.0
david,1,0.6931471805599453,5,JJ,0.0,0.0
dawns,1,0.6931471805599453,5,NNS,0.0,0.0
deals,2,1.0986122886681096,5,NNS,0.0,0.0
death,7,2.0794415416798357,5,NN,0.0,0.0
delay,1,0.6931471805599453,5,NN,0.0,0.0
doesn,7,2.0794415416798357,5,NN,0.0,0.0
donne,1,0.6931471805599453,5,JJ,0.0,0.0
doors,2,1.0986122886681096,5,NNS,0.0,0.0
doubt,5,1.791759469228055,5,VBP,0.0,0.0
drama,11,2.4849066497880004,5,NN,0.0,0.0
drawn,3,1.3862943611198906,5,NN,0.0,0.0
draws,3,1.3862943611198906,5,VBZ,0.0,0.0
dream,2,1.0986122886681096,5,NN,0.0,0.0
drink,4,1.6094379124341003,5,NN,0.0,0.0
drive,2,1.0986122886681096,5,NN,0.0,0.0
drops,1,0.6931471805599453,5,NNS,0.0,0.0
dying,1,0.6931471805599453,5,VBG,0.0,0.0
early,10,2.3978952727983707,5,JJ,0.0,0.0
earth,2,1.0986122886681096,5,NN,0.0,0.0
eater,2,1.0986122886681096,5,NN,0.0,0.0
eight,1,0.6931471805599453,5,CD,0.0,0.0
elegy,7,2.0794415416798357,5,NN,0.0,0.0
emile,1,0.6931471805599453,5,RB,0.0,0.0
ended,1,0.6931471805599453,5,VBN,0.0,0.0
enemy,1,0.6931471805599453,5,NN,0.0,0.0
entry,1,0.6931471805599453,5,NN,0.0,0.0
essay,3,1.3862943611198906,5,VBP,0.0,0.0
evans,4,1.6094379124341003,5,NNS,0.0,0.0
event,2,1.0986122886681096,5,NN,0.0,0.0
every,16,2.833213344056216,5,DT,0.0,0.0
exact,2,1.0986122886681096,5,JJ,0.0,0.0
exist,2,1.0986122886681096,5,VBP,0.0,0.0
extra,2,1.0986122886681096,5,JJ,0.0,0.0
faced,2,1.0986122886681096,5,VBN,0.0,0.0
facts,3,1.3862943611198906,5,NNS,0.0,0.0
fails,3,1.3862943611198906,5,VBZ,0.0,0.0
faith,1,0.6931471805599453,5,NN,0.0,0.0
falls,3,1.3862943611198906,5,VBZ,0.0,0.0
farms,1,0.6931471805599453,5,NNS,0.0,0.0
fault,3,1.3862943611198906,5,NN,0.0,0.0
feels,6,1.9459101490553132,5,NNS,0.0,0.0
fever,2,1.0986122886681096,5,VBP,0.0,0.0
field,2,1.0986122886681096,5,NN,0.0,0.0
fiend,1,0.6931471805599453,5,VBP,0.0,0.0
fifty,2,1.0986122886681096,5,JJ,0.0,0.0
fight,2,1.0986122886681096,5,NN,0.0,0.0
finds,9,2.302585092994046,5,NNS,0.0,0.0
first,31,3.4657359027997265,5,RB,0.0,0.0
flies,1,0.6931471805599453,5,NNS,0.0,0.0
flock,1,0.6931471805599453,5,VBP,0.0,0.0
focus,6,1.9459101490553132,5,NN,0.0,0.0
force,3,1.3862943611198906,5,NN,0.0,0.0
forms,9,2.302585092994046,5,NNS,0.0,0.0
forty,4,1.6094379124341003,5,VBP,0.0,0.0
found,11,2.4849066497880004,5,VBN,0.0,0.0
frank,1,0.6931471805599453,5,JJ,0.0,0.0
fraud,1,0.6931471805599453,5,NN,0.0,0.0
fresh,1,0.6931471805599453,5,JJ,0.0,0.0
freud,1,0.6931471805599453,5,NN,0.0,0.0
front,3,1.3862943611198906,5,NN,0.0,0.0
funny,1,0.6931471805599453,5,JJ,0.0,0.0
fused,1,0.6931471805599453,5,VBD,0.0,0.0
gains,3,1.3862943611198906,5,NNS,0.0,0.0
games,1,0.6931471805599453,5,NNS,0.0,0.0
ghana,1,0.6931471805599453,5,JJ,0.0,0.0
ghost,1,0.6931471805599453,5,NN,0.0,0.0
girls,1,0.6931471805599453,5,NNS,0.0,0.0
given,13,2.639057329615259,5,VBN,0.0,0.0
gives,7,2.0794415416798357,5,VBZ,0.0,0.0
glare,1,0.6931471805599453,5,JJ,0.0,0.0
glass,4,1.6094379124341003,5,NN,0.0,0.0
glory,2,1.0986122886681096,5,NN,0.0,0.0
goats,1,0.6931471805599453,5,VBZ,0.0,0.0
going,7,2.0794415416798357,5,VBG,0.0,0.0
grain,1,0.6931471805599453,5,NN,0.0,0.0
grand,4,1.6094379124341003,5,JJ,0.0,0.0
grave,1,0.6931471805599453,5,NN,0.0,0.0
great,27,3.332204510175204,5,JJ,0.0,0.0
greco,1,0.6931471805599453,5,JJ,0.0,0.0
group,8,2.1972245773362196,5,NN,0.0,0.0
grown,1,0.6931471805599453,5,JJ,0.0,0.0
grows,3,1.3862943611198906,5,VBZ,0.0,0.0
guest,3,1.3862943611198906,5,JJS,0.0,0.0
guilt,1,0.6931471805599453,5,NN,0.0,0.0
hands,4,1.6094379124341003,5,VBZ,0.0,0.0
happy,2,1.0986122886681096,5,JJ,0.0,0.0
haste,1,0.6931471805599453,5,NN,0.0,0.0
haven,1,0.6931471805599453,5,RB,0.0,0.0
heaps,1,0.6931471805599453,5,NNS,0.0,0.0
heard,7,2.0794415416798357,5,JJ,0.0,0.0
hears,2,1.0986122886681096,5,NNS,0.0,0.0
heart,3,1.3862943611198906,5,NN,0.0,0.0
hence,4,1.6094379124341003,5,RB,0.0,0.0
henry,1,0.6931471805599453,5,JJ,0.0,0.0
hindi,3,1.3862943611198906,5,NN,0.0,0.0
hippo,1,0.6931471805599453,5,NN,0.0,0.0
holds,2,1.0986122886681096,5,VBZ,0.0,0.0
horse,1,0.6931471805599453,5,NN,0.0,0.0
hours,2,1.0986122886681096,5,NNS,0.0,0.0
house,7,2.0794415416798357,5,NN,0.0,0.0
human,53,3.9889840465642745,5,JJ,0.0,0.0
ideas,9,2.302585092994046,5,NNS,0.0,0.0
iliad,1,0.6931471805599453,5,VBP,0.0,0.0
image,4,1.6094379124341003,5,NN,0.0,0.0
india,39,3.6888794541139363,5,JJ,0.0,0.0
inner,1,0.6931471805599453,5,NN,0.0,0.0
inter,3,1.3862943611198906,5,NN,0.0,0.0
irony,3,1.3862943611198906,5,NN,0.0,0.0
issue,6,1.9459101490553132,5,NN,0.0,0.0
italy,1,0.6931471805599453,5,VBZ,0.0,0.0
jesus,3,1.3862943611198906,5,NN,0.0,0.0
jimmy,11,2.4849066497880004,5,NN,0.0,0.0
judge,2,1.0986122886681096,5,NN,0.0,0.0
jules,1,0.6931471805599453,5,NNS,0.0,0.0
keeps,2,1.0986122886681096,5,NNS,0.0,0.0
kenya,1,0.6931471805599453,5,VB,0.0,0.0
kinds,4,1.6094379124341003,5,VBZ,0.0,0.0
kings,2,1.0986122886681096,5,NNS,0.0,0.0
kitty,6,1.9459101490553132,5,JJ,0.0,0.0
knock,1,0.6931471805599453,5,NN,0.0,0.0
known,11,2.4849066497880004,5,VBN,0.0,0.0
knows,4,1.6094379124341003,5,VBZ,0.0,0.0
lacks,2,1.0986122886681096,5,VBZ,0.0,0.0
lands,5,1.791759469228055,5,VBZ,0.0,0.0
large,14,2.70805020110221,5,JJ,0.0,0.0
later,8,2.1972245773362196,5,RB,0.0,0.0
latin,2,1.0986122886681096,5,JJ,0.0,0.0
laugh,1,0.6931471805599453,5,IN,0.0,0.0
leads,10,2.3978952727983707,5,VBZ,0.0,0.0
learn,5,1.791759469228055,5,JJ,0.0,0.0
least,4,1.6094379124341003,5,JJS,0.0,0.0
leave,3,1.3862943611198906,5,JJ,0.0,0.0
legal,1,0.6931471805599453,5,JJ,0.0,0.0
level,11,2.4849066497880004,5,NN,0.0,0.0
light,3,1.3862943611198906,5,NN,0.0,0.0
lines,4,1.6094379124341003,5,NNS,0.0,0.0
links,2,1.0986122886681096,5,NNS,0.0,0.0
lists,1,0.6931471805599453,5,NNS,0.0,0.0
lived,5,1.791759469228055,5,VBD,0.0,0.0
lives,4,1.6094379124341003,5,NNS,0.0,0.0
loans,1,0.6931471805599453,5,NNS,0.0,0.0
local,5,1.791759469228055,5,JJ,0.0,0.0
logic,6,1.9459101490553132,5,NN,0.0,0.0
looks,3,1.3862943611198906,5,VBZ,0.0,0.0
loose,2,1.0986122886681096,5,JJ,0.0,0.0
loses,4,1.6094379124341003,5,NNS,0.0,0.0
lubey,1,0.6931471805599453,5,VBP,0.0,0.0
lunch,1,0.6931471805599453,5,JJ,0.0,0.0
lying,3,1.3862943611198906,5,VBG,0.0,0.0
maami,3,1.3862943611198906,5,NN,0.0,0.0
madan,1,0.6931471805599453,5,NN,0.0,0.0
major,11,2.4849066497880004,5,JJ,0.0,0.0
maker,1,0.6931471805599453,5,NN,0.0,0.0
makes,15,2.772588722239781,5,VBZ,0.0,0.0
marks,1,0.6931471805599453,5,NNS,0.0,0.0
marry,2,1.0986122886681096,5,VBP,0.0,0.0
match,1,0.6931471805599453,5,NN,0.0,0.0
means,18,2.9444389791664403,5,VBZ,0.0,0.0
meant,9,2.302585092994046,5,JJ,0.0,0.0
meaty,1,0.6931471805599453,5,JJ,0.0,0.0
mempi,1,0.6931471805599453,5,VBP,0.0,0.0
metal,1,0.6931471805599453,5,NN,0.0,0.0
meted,1,0.6931471805599453,5,VBD,0.0,0.0
might,15,2.772588722239781,5,MD,0.0,0.0
minds,5,1.791759469228055,5,NNS,0.0,0.0
miner,1,0.6931471805599453,5,VBP,0.0,0.0
mines,6,1.9459101490553132,5,NNS,0.0,0.0
minor,1,0.6931471805599453,5,JJ,0.0,0.0
miter,1,0.6931471805599453,5,NN,0.0,0.0
model,2,1.0986122886681096,5,NN,0.0,0.0
modes,5,1.791759469228055,5,NNS,0.0,0.0
moles,1,0.6931471805599453,5,NNS,0.0,0.0
money,7,2.0794415416798357,5,NN,0.0,0.0
moods,1,0.6931471805599453,5,NNS,0.0,0.0
moral,7,2.0794415416798357,5,JJ,0.0,0.0
morel,1,0.6931471805599453,5,NN,0.0,0.0
mouth,4,1.6094379124341003,5,RB,0.0,0.0
moved,4,1.6094379124341003,5,VBN,0.0,0.0
moves,2,1.0986122886681096,5,NNS,0.0,0.0
munis,1,0.6931471805599453,5,VBP,0.0,0.0
music,6,1.9459101490553132,5,NN,0.0,0.0
mustn,1,0.6931471805599453,5,NN,0.0,0.0
named,1,0.6931471805599453,5,VBN,0.0,0.0
names,1,0.6931471805599453,5,RB,0.0,0.0
needs,4,1.6094379124341003,5,VBZ,0.0,0.0
needy,1,0.6931471805599453,5,JJ,0.0,0.0
negro,2,1.0986122886681096,5,NN,0.0,0.0
never,19,2.995732273553991,5,RB,0.0,0.0
newly,5,1.791759469228055,5,RB,0.0,0.0
night,9,2.302585092994046,5,NN,0.0,0.0
noise,1,0.6931471805599453,5,NN,0.0,0.0
norms,5,1.791759469228055,5,NNS,0.0,0.0
north,2,1.0986122886681096,5,RB,0.0,0.0
noted,2,1.0986122886681096,5,JJ,0.0,0.0
notes,1,0.6931471805599453,5,NNS,0.0,0.0
novel,49,3.912023005428146,5,JJ,0.0,0.0
ocean,2,1.0986122886681096,5,JJ,0.0,0.0
odour,1,0.6931471805599453,5,JJ,0.0,0.0
offer,3,1.3862943611198906,5,NN,0.0,0.0
often,13,2.639057329615259,5,RB,0.0,0.0
opens,3,1.3862943611198906,5,NNS,0.0,0.0
order,14,2.70805020110221,5,NN,0.0,0.0
other,67,4.219507705176107,5,JJ,0.0,0.0
outer,1,0.6931471805599453,5,NN,0.0,0.0
owned,2,1.0986122886681096,5,VBD,0.0,0.0
owner,1,0.6931471805599453,5,NN,0.0,0.0
paper,1,0.6931471805599453,5,NN,0.0,0.0
parts,4,1.6094379124341003,5,NNS,0.0,0.0
party,1,0.6931471805599453,5,NN,0.0,0.0
paths,1,0.6931471805599453,5,NNS,0.0,0.0
pause,2,1.0986122886681096,5,VBP,0.0,0.0
peace,2,1.0986122886681096,5,NN,0.0,0.0
pence,1,0.6931471805599453,5,NN,0.0,0.0
phase,5,1.791759469228055,5,NN,0.0,0.0
piece,5,1.791759469228055,5,VBP,0.0,0.0
piled,1,0.6931471805599453,5,JJ,0.0,0.0
place,19,2.995732273553991,5,NN,0.0,0.0
plane,3,1.3862943611198906,5,NN,0.0,0.0
plays,10,2.3978952727983707,5,VBZ,0.0,0.0
poems,5,1.791759469228055,5,NNS,0.0,0.0
poets,3,1.3862943611198906,5,NNS,0.0,0.0
point,13,2.639057329615259,5,VBP,0.0,0.0
pokes,1,0.6931471805599453,5,NNS,0.0,0.0
poona,1,0.6931471805599453,5,NNS,0.0,0.0
power,6,1.9459101490553132,5,NN,0.0,0.0
pride,3,1.3862943611198906,5,IN,0.0,0.0
prose,12,2.5649493574615367,5,VBP,0.0,0.0
queen,2,1.0986122886681096,5,JJ,0.0,0.0
queer,1,0.6931471805599453,5,NN,0.0,0.0
quest,2,1.0986122886681096,5,JJS,0.0,0.0
quiet,2,1.0986122886681096,5,JJ,0.0,0.0
quite,4,1.6094379124341003,5,JJ,0.0,0.0
radio,6,1.9459101490553132,5,NN,0.0,0.0
rainy,1,0.6931471805599453,5,NN,0.0,0.0
ralph,1,0.6931471805599453,5,NN,0.0,0.0
range,4,1.6094379124341003,5,NN,0.0,0.0
react,1,0.6931471805599453,5,JJ,0.0,0.0
ready,2,1.0986122886681096,5,JJ,0.0,0.0
refer,3,1.3862943611198906,5,VBP,0.0,0.0
rests,1,0.6931471805599453,5,NNS,0.0,0.0
right,8,2.1972245773362196,5,JJ,0.0,0.0
rises,1,0.6931471805599453,5,NNS,0.0,0.0
river,2,1.0986122886681096,5,RB,0.0,0.0
roger,1,0.6931471805599453,5,VBP,0.0,0.0
roles,2,1.0986122886681096,5,NNS,0.0,0.0
roman,1,0.6931471805599453,5,VBP,0.0,0.0
roots,2,1.0986122886681096,5,NNS,0.0,0.0
rough,1,0.6931471805599453,5,JJ,0.0,0.0
round,7,2.0794415416798357,5,NN,0.0,0.0
ruler,1,0.6931471805599453,5,NN,0.0,0.0
rules,7,2.0794415416798357,5,NNS,0.0,0.0
rural,5,1.791759469228055,5,JJ,0.0,0.0
saved,1,0.6931471805599453,5,VBN,0.0,0.0
scale,2,1.0986122886681096,5,JJ,0.0,0.0
scarf,1,0.6931471805599453,5,JJ,0.0,0.0
scene,5,1.791759469228055,5,NN,0.0,0.0
scope,2,1.0986122886681096,5,NN,0.0,0.0
seems,3,1.3862943611198906,5,VBZ,0.0,0.0
seize,1,0.6931471805599453,5,JJ,0.0,0.0
sense,24,3.2188758248682006,5,NN,0.0,0.0
serve,2,1.0986122886681096,5,VB,0.0,0.0
seven,2,1.0986122886681096,5,CD,0.0,0.0
shall,4,1.6094379124341003,5,MD,0.0,0.0
shame,1,0.6931471805599453,5,VB,0.0,0.0
sheep,1,0.6931471805599453,5,JJ,0.0,0.0
sheet,2,1.0986122886681096,5,NN,0.0,0.0
shell,1,0.6931471805599453,5,NN,0.0,0.0
shift,3,1.3862943611198906,5,VB,0.0,0.0
shoot,2,1.0986122886681096,5,NN,0.0,0.0
short,10,2.3978952727983707,5,JJ,0.0,0.0
shown,8,2.1972245773362196,5,VBN,0.0,0.0
shows,4,1.6094379124341003,5,NNS,0.0,0.0
sight,2,1.0986122886681096,5,VBD,0.0,0.0
signs,1,0.6931471805599453,5,NNS,0.0,0.0
since,15,2.772588722239781,5,IN,0.0,0.0
siraj,1,0.6931471805599453,5,NN,0.0,0.0
sixty,1,0.6931471805599453,5,NN,0.0,0.0
skill,4,1.6094379124341003,5,NN,0.0,0.0
small,7,2.0794415416798357,5,JJ,0.0,0.0
smash,1,0.6931471805599453,5,NN,0.0,0.0
smith,1,0.6931471805599453,5,NN,0.0,0.0
solve,1,0.6931471805599453,5,VBP,0.0,0.0
songs,2,1.0986122886681096,5,NNS,0.0,0.0
sorts,3,1.3862943611198906,5,NNS,0.0,0.0
sound,15,2.772588722239781,5,VBD,0.0,0.0
south,8,2.1972245773362196,5,JJ,0.0,0.0
space,3,1.3862943611198906,5,NN,0.0,0.0
spain,3,1.3862943611198906,5,NN,0.0,0.0
spare,1,0.6931471805599453,5,JJ,0.0,0.0
spark,1,0.6931471805599453,5,JJ,0.0,0.0
speak,8,2.1972245773362196,5,NN,0.0,0.0
spear,1,0.6931471805599453,5,JJ,0.0,0.0
spent,2,1.0986122886681096,5,NN,0.0,0.0
spicy,1,0.6931471805599453,5,NN,0.0,0.0
spite,1,0.6931471805599453,5,JJ,0.0,0.0
split,2,1.0986122886681096,5,NN,0.0,0.0
spoke,2,1.0986122886681096,5,VBD,0.0,0.0
spots,1,0.6931471805599453,5,JJ,0.0,0.0
stage,6,1.9459101490553132,5,NN,0.0,0.0
stamp,1,0.6931471805599453,5,NN,0.0,0.0
stand,7,2.0794415416798357,5,VBP,0.0,0.0
state,12,2.5649493574615367,5,NN,0.0,0.0
stays,1,0.6931471805599453,5,NNS,0.0,0.0
steal,1,0.6931471805599453,5,VBP,0.0,0.0
stems,1,0.6931471805599453,5,VBZ,0.0,0.0
steve,4,1.6094379124341003,5,VBP,0.0,0.0
still,11,2.4849066497880004,5,RB,0.0,0.0
stool,2,1.0986122886681096,5,JJ,0.0,0.0
store,6,1.9459101490553132,5,NN,0.0,0.0
story,30,3.4339872044851463,5,NN,0.0,0.0
study,9,2.302585092994046,5,NN,0.0,0.0
stung,1,0.6931471805599453,5,VBD,0.0,0.0
style,3,1.3862943611198906,5,NN,0.0,0.0
swami,1,0.6931471805599453,5,NN,0.0,0.0
sweet,6,1.9459101490553132,5,NN,0.0,0.0
swims,1,0.6931471805599453,5,NNS,0.0,0.0
table,3,1.3862943611198906,5,NN,0.0,0.0
taken,17,2.8903717578961645,5,VBN,0.0,0.0
takes,2,1.0986122886681096,5,VBZ,0.0,0.0
tales,3,1.3862943611198906,5,NNS,0.0,0.0
talks,2,1.0986122886681096,5,NNS,0.0,0.0
tamed,1,0.6931471805599453,5,VBD,0.0,0.0
tames,1,0.6931471805599453,5,NNS,0.0,0.0
taste,3,1.3862943611198906,5,VBP,0.0,0.0
teach,2,1.0986122886681096,5,JJ,0.0,0.0
tears,3,1.3862943611198906,5,NNS,0.0,0.0
teens,1,0.6931471805599453,5,VBZ,0.0,0.0
tells,5,1.791759469228055,5,NNS,0.0,0.0
terms,16,2.833213344056216,5,NNS,0.0,0.0
texts,5,1.791759469228055,5,VBP,0.0,0.0
thank,1,0.6931471805599453,5,NN,0.0,0.0
their,108,4.6913478822291435,5,PRP$,0.0,0.0
there,62,4.143134726391533,5,EX,0.0,0.0
these,62,4.143134726391533,5,DT,0.0,0.0
thing,10,2.3978952727983707,5,NN,0.0,0.0
think,15,2.772588722239781,5,VBP,0.0,0.0
third,4,1.6094379124341003,5,IN,0.0,0.0
those,28,3.367295829986474,5,DT,0.0,0.0
three,12,2.5649493574615367,5,CD,0.0,0.0
throw,2,1.0986122886681096,5,NN,0.0,0.0
tiger,22,3.1354942159291497,5,NN,0.0,0.0
times,5,1.791759469228055,5,NNS,0.0,0.0
title,1,0.6931471805599453,5,VBP,0.0,0.0
today,4,1.6094379124341003,5,NN,0.0,0.0
tools,1,0.6931471805599453,5,VBZ,0.0,0.0
topic,2,1.0986122886681096,5,JJ,0.0,0.0
total,3,1.3862943611198906,5,JJ,0.0,0.0
touch,2,1.0986122886681096,5,NN,0.0,0.0
trade,7,2.0794415416798357,5,NN,0.0,0.0
trail,1,0.6931471805599453,5,VBP,0.0,0.0
treat,4,1.6094379124341003,5,NN,0.0,0.0
trend,1,0.6931471805599453,5,NN,0.0,0.0
trick,3,1.3862943611198906,5,NN,0.0,0.0
tried,2,1.0986122886681096,5,VBD,0.0,0.0
tries,1,0.6931471805599453,5,NNS,0.0,0.0
trout,1,0.6931471805599453,5,IN,0.0,0.0
truly,2,1.0986122886681096,5,RB,0.0,0.0
trust,1,0.6931471805599453,5,JJ,0.0,0.0
turns,2,1.0986122886681096,5,VBZ,0.0,0.0
under,14,2.70805020110221,5,IN,0.0,0.0
undue,1,0.6931471805599453,5,JJ,0.0,0.0
union,2,1.0986122886681096,5,NN,0.0,0.0
units,3,1.3862943611198906,5,NNS,0.0,0.0
until,1,0.6931471805599453,5,IN,0.0,0.0
urban,4,1.6094379124341003,5,JJ,0.0,0.0
urges,1,0.6931471805599453,5,NNS,0.0,0.0
using,6,1.9459101490553132,5,VBG,0.0,0.0
utter,4,1.6094379124341003,5,JJ,0.0,0.0
value,3,1.3862943611198906,5,NN,0.0,0.0
verse,8,2.1972245773362196,5,FW,0.0,0.0
vices,1,0.6931471805599453,5,NNS,0.0,0.0
views,1,0.6931471805599453,5,NNS,0.0,0.0
visit,2,1.0986122886681096,5,VBP,0.0,0.0
vivid,4,1.6094379124341003,5,JJ,0.0,0.0
voice,5,1.791759469228055,5,NN,0.0,0.0
wages,2,1.0986122886681096,5,NNS,0.0,0.0
walks,2,1.0986122886681096,5,VBP,0.0,0.0
wants,6,1.9459101490553132,5,VBZ,0.0,0.0
water,4,1.6094379124341003,5,NN,0.0,0.0
weeks,1,0.6931471805599453,5,NNS,0.0,0.0
wells,3,1.3862943611198906,5,NNS,0.0,0.0
where,25,3.258096538021482,5,WRB,0.0,0.0
which,145,4.983606621708336,5,WDT,0.0,0.0
while,24,3.2188758248682006,5,IN,0.0,0.0
whims,1,0.6931471805599453,5,NNS,0.0,0.0
white,17,2.8903717578961645,5,JJ,0.0,0.0
whole,13,2.639057329615259,5,JJ,0.0,0.0
whose,11,2.4849066497880004,5,WP$,0.0,0.0
widow,2,1.0986122886681096,5,JJ,0.0,0.0
wield,1,0.6931471805599453,5,NN,0.0,0.0
winds,1,0.6931471805599453,5,VBZ,0.0,0.0
wings,1,0.6931471805599453,5,NNS,0.0,0.0
woman,6,1.9459101490553132,5,NN,0.0,0.0
women,16,2.833213344056216,5,NNS,0.0,0.0
woolf,2,1.0986122886681096,5,VBP,0.0,0.0
words,42,3.7612001156935624,5,NNS,0.0,0.0
works,12,2.5649493574615367,5,VBZ,0.0,0.0
world,65,4.189654742026425,5,NN,0.0,0.0
worth,3,1.3862943611198906,5,NN,0.0,0.0
would,47,3.8712010109078907,5,MD,0.0,0.0
write,7,2.0794415416798357,5,VB,0.0,0.0
wrote,7,2.0794415416798357,5,VBD,0.0,0.0
years,21,3.091042453358316,5,NNS,0.0,0.0
